"","width","gene_id","gene_name","gene_biotype","description","entrezid"
"9744",1894,"WBGene00013838","fbxa-31","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:A4F330]",191059
"9745",1203,"WBGene00013836","fbxa-29","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:A4F331]",191056
"9746",1075,"WBGene00013837","fbxa-30","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:A4F332]",191058
"9747",1112,"WBGene00014979","ZC47.11","pseudogene","NULL",NA
"9748",1032,"WBGene00014978","ZC47.8","pseudogene","NULL",NA
"9749",2099,"WBGene00013841","fbxa-33","pseudogene","NULL",NA
"9750",1744,"WBGene00013842","fbxa-34","pseudogene","NULL",NA
"9751",2104,"WBGene00013845","fbxa-37","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:A4F333]",175292
"9752",1225,"WBGene00013844","fbxa-50","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:A4F334]",191064
"9753",1192,"WBGene00013843","fbxa-49","pseudogene","NULL",NA
"9754",1165,"WBGene00022479","fbxa-36","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q966E6]",191035
"9755",3446,"WBGene00219772","anr-53","antisense_RNA","NULL",NA
"9756",1386,"WBGene00022478","fbxa-35","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q966E4]",191034
"9757",1581,"WBGene00022477","fbxa-28","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q966E3]",191033
"9758",1748,"WBGene00022476","fbxa-75","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q966E2]",191032
"9759",2579,"WBGene00022329","fbxa-79","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9GR41]",190760
"9760",2040,"WBGene00022328","Y82E9BL.12","protein_coding","NULL",190759
"9761",1921,"WBGene00022332","fbxa-20","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q95XC0]",190763
"9762",1933,"WBGene00022330","fbxa-80","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q95XB9]",190761
"9763",3586,"WBGene00022331","fbxa-19","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q95XB8]",190762
"9764",2656,"WBGene00022327","fbxa-15","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9GR37]",190758
"9765",2501,"WBGene00022326","fbxa-14","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9GR36]",175294
"9766",1834,"WBGene00219770","linc-40","lincRNA","NULL",NA
"9767",2323,"WBGene00044402","Y82E9BL.18","protein_coding","NULL",3565083
"9768",1693,"WBGene00194735","Y82E9BL.19","protein_coding","NULL",13188477
"9769",1547,"WBGene00023395","Y82E9BL.9","pseudogene","NULL",NA
"9770",3627,"WBGene00022325","fbxa-5","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q95XB7]",3565750
"9771",1898,"WBGene00022324","fbxa-26","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q95XB6]",190756
"9772",1718,"WBGene00022333","fbxa-27","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q95XB5]",190764
"9773",921,"WBGene00022323","Y82E9BL.6","protein_coding","NULL",190755
"9774",814,"WBGene00022322","Y82E9BL.5","protein_coding","NULL",190754
"9775",1614,"WBGene00022321","fbxa-25","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q95XB2]",190753
"9776",1085,"WBGene00022320","Y82E9BL.3","protein_coding","NULL",190752
"9777",2156,"WBGene00022319","Y82E9BL.2","protein_coding","NULL",190751
"9778",424,"WBGene00022318","Y82E9BL.1","protein_coding","NULL",190750
"9779",2056,"WBGene00022341","Y82E9BR.8","protein_coding","NULL",190770
"9780",516,"WBGene00022342","Y82E9BR.9","protein_coding","NULL",190771
"9781",2170,"WBGene00022340","Y82E9BR.7","protein_coding","NULL",190769
"9782",1074,"WBGene00219771","linc-24","lincRNA","NULL",NA
"9783",21,"WBGene00171981","21ur-9823","piRNA","NULL",NA
"9784",2391,"WBGene00022352","Y82E9BR.20","protein_coding","NULL",175295
"9785",347,"WBGene00022343","Y82E9BR.10","protein_coding","NULL",190772
"9786",1059,"WBGene00022344","pals-40","protein_coding","Protein containing ALS2cr12 (ALS2CR12) signature  [Source:UniProtKB/TrEMBL;Acc:Q9BKS8]",190773
"9787",1524,"WBGene00255597","pals-21","protein_coding","Protein containing ALS2cr12 (ALS2CR12) signature  [Source:UniProtKB/TrEMBL;Acc:A0A0K3ARZ8]",25503004
"9788",183,"WBGene00022339","Y82E9BR.6","protein_coding","NULL",190768
"9789",1038,"WBGene00022345","fbxa-138","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9BKS7]",190774
"9790",3531,"WBGene00022338","Y82E9BR.5","protein_coding","NULL",175296
"9791",1505,"WBGene00194746","pals-20","protein_coding","Protein containing ALS2cr12 (ALS2CR12) signature  [Source:UniProtKB/TrEMBL;Acc:C7GIL1]",13188497
"9792",1403,"WBGene00022346","pals-17","protein_coding","Protein containing ALS2cr12 (ALS2CR12) signature  [Source:UniProtKB/TrEMBL;Acc:Q9BKS4]",175297
"9793",1334,"WBGene00022337","pals-16","protein_coding","Protein containing ALS2cr12 (ALS2CR12) signature  [Source:UniProtKB/TrEMBL;Acc:Q2AAB5]",190767
"9794",1515,"WBGene00044761","pals-19","protein_coding","Protein containing ALS2cr12 (ALS2CR12) signature  [Source:UniProtKB/TrEMBL;Acc:Q2AAB4]",4363048
"9795",1439,"WBGene00022353","pals-18","protein_coding","Protein containing ALS2cr12 (ALS2CR12) signature  [Source:UniProtKB/TrEMBL;Acc:Q7Z1Q6]",3565666
"9796",2777,"WBGene00022354","Y82E9BR.22","protein_coding","NULL",3565003
"9797",4874,"WBGene00022347","Y82E9BR.14","protein_coding","NULL",175298
"9798",2037,"WBGene00001236","elc-1","protein_coding","ELongin C  [Source:UniProtKB/TrEMBL;Acc:Q9BKS1]",190775
"9799",217,"WBGene00195737","Y82E9BR.27","ncRNA","NULL",NA
"9800",145,"WBGene00202323","Y82E9BR.30","ncRNA","NULL",NA
"9801",719,"WBGene00022336","Y82E9BR.3","protein_coding","ATP synthase lipid-binding protein, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q9BKS0]",175299
"9802",7366,"WBGene00022348","Y82E9BR.16","protein_coding","NULL",175300
"9803",72,"WBGene00023195","Y82E9BR.t1","tRNA","NULL",NA
"9804",150,"WBGene00195362","Y82E9BR.26","ncRNA","NULL",NA
"9805",4359,"WBGene00022335","Y82E9BR.2","protein_coding","NULL",190766
"9806",8276,"WBGene00022349","Y82E9BR.17","protein_coding","NULL",259490
"9807",8197,"WBGene00022334","Y82E9BR.1","protein_coding","NULL",175302
"9808",15632,"WBGene00022350","Y82E9BR.18","protein_coding","NULL",175303
"9809",49351,"WBGene00019716","M01G5.3","protein_coding","NULL",175305
"9810",53,"WBGene00196372","Y82E9BR.28","ncRNA","NULL",NA
"9811",53,"WBGene00198817","Y82E9BR.29","ncRNA","NULL",NA
"9812",11709,"WBGene00022351","Y82E9BR.19","protein_coding","NULL",190776
"9813",594,"WBGene00044341","ave-1","protein_coding","AVEugle (Drosophila eye differentiation) homolog  [Source:UniProtKB/TrEMBL;Acc:Q4W4Y7]",3565044
"9814",12908,"WBGene00019715","M01G5.1","protein_coding","NULL",187377
"9815",65,"WBGene00197831","M01G5.10","ncRNA","NULL",NA
"9816",53,"WBGene00197536","M01G5.9","ncRNA","NULL",NA
"9817",12545,"WBGene00004905","snf-6","protein_coding","Sodium-dependent acetylcholine transporter  [Source:UniProtKB/Swiss-Prot;Acc:O76689]",191768
"9818",49,"WBGene00197021","M01G5.8","ncRNA","NULL",NA
"9819",50,"WBGene00195516","M01G5.7","ncRNA","NULL",NA
"9820",4425,"WBGene00022054","Y67D2.4","protein_coding","NULL",175306
"9821",50,"WBGene00202189","Y67D2.10","ncRNA","NULL",NA
"9822",1773,"WBGene00022055","Y67D2.5","protein_coding","N-acetyltransferase 9-like protein  [Source:UniProtKB/Swiss-Prot;Acc:Q9BKR0]",190511
"9823",2953,"WBGene00022053","cisd-3.2","protein_coding","CDGSH Iron Sulfur Domain protein homolog  [Source:UniProtKB/TrEMBL;Acc:Q9BKQ9]",175307
"9824",9510,"WBGene00022056","ddx-35","protein_coding","Probable ATP-dependent RNA helicase DHX35 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q9BKQ8]",175308
"9825",98,"WBGene00220193","Y67D2.11","ncRNA","NULL",NA
"9826",3135,"WBGene00022057","Y67D2.7","protein_coding","NULL",175309
"9827",53,"WBGene00201896","Y67D2.9","ncRNA","NULL",NA
"9828",11330,"WBGene00022052","Y67D2.2","protein_coding","Ubiquitin carboxyl-terminal hydrolase  [Source:UniProtKB/TrEMBL;Acc:Q9BKQ6]",175310
"9829",62,"WBGene00201046","Y67D2.8","ncRNA","NULL",NA
"9830",6333,"WBGene00022051","rep-1","protein_coding","Rab GDP dissociation inhibitor  [Source:UniProtKB/TrEMBL;Acc:H2L0G6]",175311
"9831",73,"WBGene00023386","Y67D2.t2","pseudogene","NULL",NA
"9832",73,"WBGene00023387","Y67D2.t3","pseudogene","NULL",NA
"9833",76,"WBGene00023388","Y67D2.t4","pseudogene","NULL",NA
"9834",73,"WBGene00023385","Y67D2.t1","pseudogene","NULL",NA
"9835",4107,"WBGene00021246","Y22D7AL.7","protein_coding","NULL",175312
"9836",71,"WBGene00023363","Y22D7AL.t6","pseudogene","NULL",NA
"9837",73,"WBGene00023360","Y22D7AL.t1","pseudogene","NULL",NA
"9838",73,"WBGene00023362","Y22D7AL.t5","pseudogene","NULL",NA
"9839",72,"WBGene00023361","Y22D7AL.t2","pseudogene","NULL",NA
"9840",60,"WBGene00199834","Y22D7AL.18","ncRNA","NULL",NA
"9841",17986,"WBGene00004894","sms-3","protein_coding","Putative phosphatidylcholine:ceramide cholinephosphotransferase 3  [Source:UniProtKB/Swiss-Prot;Acc:Q965Q4]",175313
"9842",85,"WBGene00199059","Y22D7AL.17","ncRNA","NULL",NA
"9843",72,"WBGene00023170","Y22D7AL.t3","tRNA","NULL",NA
"9844",72,"WBGene00023171","Y22D7AL.t4","tRNA","NULL",NA
"9845",1896,"WBGene00021245","Y22D7AL.6","protein_coding","NULL",189503
"9846",7205,"WBGene00021247","Y22D7AL.9","protein_coding","NULL",175314
"9847",1804,"WBGene00021248","Y22D7AL.10","protein_coding","NULL",175315
"9848",6056,"WBGene00002025","hsp-60","protein_coding","Chaperonin homolog Hsp-60, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P50140]",175316
"9849",10930,"WBGene00021244","Y22D7AL.4","protein_coding","NULL",175317
"9850",54,"WBGene00202396","Y22D7AL.19","ncRNA","NULL",NA
"9851",3660,"WBGene00021249","Y22D7AL.11","protein_coding","NULL",189504
"9852",273,"WBGene00021243","Y22D7AL.3","protein_coding","NULL",189502
"9853",1915,"WBGene00021250","Y22D7AL.12","protein_coding","NULL",189505
"9854",186,"WBGene00021251","Y22D7AL.13","protein_coding","NULL",189506
"9855",2368,"WBGene00021241","Y22D7AL.1","protein_coding","NULL",189500
"9856",3750,"WBGene00021252","cht-4","protein_coding","CHiTinase  [Source:UniProtKB/TrEMBL;Acc:Q965P2]",189507
"9857",1657,"WBGene00021253","Y22D7AL.15","protein_coding","NULL",189508
"9858",3049,"WBGene00021254","Y22D7AL.16","protein_coding","NULL",175319
"9859",301,"WBGene00021257","Y22D7AR.3","protein_coding","NULL",189511
"9860",2722,"WBGene00021259","glb-30","protein_coding","GLoBin related; Globin  [Source:UniProtKB/TrEMBL;Acc:G5EF00]",189513
"9861",4205,"WBGene00021260","Y22D7AR.6","protein_coding","Kinase  [Source:UniProtKB/TrEMBL;Acc:Q9BKX8]",175320
"9862",4470,"WBGene00021261","Y22D7AR.7","protein_coding","NULL",189514
"9863",52,"WBGene00195303","Y22D7AR.16","ncRNA","NULL",NA
"9864",3627,"WBGene00021266","Y22D7AR.14","protein_coding","NULL",3565517
"9865",3026,"WBGene00005141","srd-64","protein_coding","Serpentine Receptor, class D (Delta)  [Source:UniProtKB/TrEMBL;Acc:Q86MI7]",3565142
"9866",1766,"WBGene00021262","fbxa-74","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9BKX6]",189515
"9867",724,"WBGene00021263","Y22D7AR.10","protein_coding","NULL",175321
"9868",2400,"WBGene00021264","fbxa-13","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9BKX3]",189517
"9869",21,"WBGene00169492","21ur-13507","piRNA","NULL",NA
"9870",7784,"WBGene00021256","Y22D7AR.2","protein_coding","NULL",189510
"9871",6079,"WBGene00021265","Y22D7AR.12","pseudogene","NULL",NA
"9872",210,"WBGene00196352","Y22D7AR.17","ncRNA","NULL",NA
"9873",210,"WBGene00197692","Y22D7AR.18","ncRNA","NULL",NA
"9874",9908,"WBGene00004779","ser-4","protein_coding","SERotonin/octopamine receptor family; Serotonin receptor  [Source:UniProtKB/TrEMBL;Acc:G5EGH0]",175322
"9875",53,"WBGene00198479","Y22D7AR.19","ncRNA","NULL",NA
"9876",72,"WBGene00023364","Y22D7AR.t1","pseudogene","NULL",NA
"9877",53,"WBGene00201846","Y46E12A.11","ncRNA","NULL",NA
"9878",2760,"WBGene00021593","Y46E12A.3","protein_coding","NULL",175323
"9879",418,"WBGene00194738","Y46E12A.5","protein_coding","NULL",13188586
"9880",1063,"WBGene00021592","Y46E12A.2","protein_coding","NULL",189954
"9881",1313,"WBGene00000560","cnc-6","protein_coding","CaeNaCin (Caenorhabditis bacteriocin)  [Source:UniProtKB/TrEMBL;Acc:Q9N3V6]",175324
"9882",4634,"WBGene00044798","tbx-43","protein_coding","T BoX family  [Source:UniProtKB/TrEMBL;Acc:Q1T6W8]",4363053
"9883",52,"WBGene00196169","Y46E12A.6","ncRNA","NULL",NA
"9884",52,"WBGene00199028","Y46E12A.8","ncRNA","NULL",NA
"9885",51,"WBGene00201554","Y46E12A.10","ncRNA","NULL",NA
"9886",54,"WBGene00198715","Y46E12A.7","ncRNA","NULL",NA
"9887",54,"WBGene00202354","Y46E12A.12","ncRNA","NULL",NA
"9888",5539,"WBGene00021442","Y39A3CL.4","protein_coding","NULL",175325
"9889",43,"WBGene00201511","Y46E12A.9","ncRNA","NULL",NA
"9890",508,"WBGene00021441","Y39A3CL.3","protein_coding","NULL",189725
"9891",17776,"WBGene00006513","rimb-1","protein_coding","RIM Binding protein  [Source:UniProtKB/TrEMBL;Acc:Q9N415]",189724
"9892",114,"WBGene00196847","Y39A3CL.9","ncRNA","NULL",NA
"9893",291,"WBGene00196069","Y39A3CL.8","ncRNA","NULL",NA
"9894",10584,"WBGene00000545","clp-4","protein_coding","CaLPain family  [Source:UniProtKB/TrEMBL;Acc:Q8IAA9]",175326
"9895",150,"WBGene00198561","Y39A3CL.11","ncRNA","NULL",NA
"9896",150,"WBGene00197306","Y39A3CL.10","ncRNA","NULL",NA
"9897",68,"WBGene00198968","Y39A3CL.12","ncRNA","NULL",NA
"9898",68,"WBGene00200085","Y39A3CL.13","ncRNA","NULL",NA
"9899",150,"WBGene00201767","Y39A3CL.15","ncRNA","NULL",NA
"9900",3031,"WBGene00004249","pvf-1","protein_coding","PDGF/VEGF growth factor related  [Source:UniProtKB/TrEMBL;Acc:Q9N413]",175327
"9901",84,"WBGene00200725","Y39A3CL.14","ncRNA","NULL",NA
"9902",9429,"WBGene00021443","Y39A3CL.7","protein_coding","NULL",175328
"9903",12246,"WBGene00021440","Y39A3CL.1","protein_coding","NULL",175329
"9904",3856,"WBGene00004163","pqn-82","protein_coding","Prion-like-(Q/N-rich)-domain-bearing protein  [Source:UniProtKB/TrEMBL;Acc:Q9N411]",175330
"9905",4201,"WBGene00021446","hlh-33","protein_coding","Helix Loop Helix  [Source:UniProtKB/TrEMBL;Acc:Q9N410]",189728
"9906",494,"WBGene00000941","ddp-1","protein_coding","Mitochondrial import inner membrane translocase subunit Tim8  [Source:UniProtKB/Swiss-Prot;Acc:Q9N408]",175331
"9907",17086,"WBGene00021444","ttc-7","protein_coding","TeTratriCopeptide repeat domain protein related  [Source:UniProtKB/TrEMBL;Acc:F8WU09]",175332
"9908",142,"WBGene00220145","Y39A3CR.11","snoRNA","NULL",NA
"9909",54,"WBGene00202101","Y39A3CR.10","ncRNA","NULL",NA
"9910",2502,"WBGene00004886","smi-1","protein_coding","Gem-associated protein 2  [Source:UniProtKB/TrEMBL;Acc:Q9N405]",189726
"9911",1860,"WBGene00021447","Y39A3CR.8","protein_coding","NULL",189729
"9912",2612,"WBGene00015243","B0524.4","protein_coding","NULL",182026
"9913",2134,"WBGene00015242","B0524.3","protein_coding","NULL",182025
"9914",83,"WBGene00201476","B0524.9","ncRNA","NULL",NA
"9915",2460,"WBGene00015244","B0524.5","protein_coding","NULL",175333
"9916",5800,"WBGene00015241","B0524.2","protein_coding","NULL",182024
"9917",3806,"WBGene00015245","B0524.6","protein_coding","NULL",182027
"9918",55,"WBGene00195367","B0524.7","ncRNA","NULL",NA
"9919",55,"WBGene00196244","B0524.8","ncRNA","NULL",NA
"9920",33607,"WBGene00004128","pqn-41","protein_coding","Polyglutamine-repeat protein pqn-41  [Source:UniProtKB/Swiss-Prot;Acc:C7IVR4]",175335
"9921",177,"WBGene00219790","B0524.10","snoRNA","NULL",NA
"9922",49,"WBGene00199226","F53A3.8","ncRNA","NULL",NA
"9923",1749,"WBGene00023289","F53A3.5","pseudogene","NULL",NA
"9924",4108,"WBGene00018720","F53A3.1","protein_coding","NULL",175336
"9925",5213,"WBGene00018721","polh-1","protein_coding","DNA polymerase eta; POLH (DNA polymerase eta) homolog  [Source:UniProtKB/TrEMBL;Acc:G5EFY1]",175337
"9926",935,"WBGene00004491","rps-22","protein_coding","Ribosomal Protein, Small subunit  [Source:UniProtKB/TrEMBL;Acc:O17218]",175338
"9927",507,"WBGene00018723","F53A3.7","protein_coding","NULL",24104620
"9928",9932,"WBGene00020115","mboa-6","protein_coding","Lysophospholipid acyltransferase 5  [Source:UniProtKB/Swiss-Prot;Acc:O01925]",175339
"9929",6337,"WBGene00020116","moa-1","protein_coding","Modifier Of Apl-1 activity  [Source:UniProtKB/TrEMBL;Acc:C3JXD8]",175340
"9930",150,"WBGene00198372","R155.6","ncRNA","NULL",NA
"9931",148,"WBGene00199497","R155.7","ncRNA","NULL",NA
"9932",148,"WBGene00200304","R155.8","ncRNA","NULL",NA
"9933",463,"WBGene00189953","R155.5","protein_coding","NULL",13188637
"9934",4528,"WBGene00020117","R155.3","protein_coding","Protein-tyrosine-phosphatase  [Source:UniProtKB/TrEMBL;Acc:O01923]",187909
"9935",3148,"WBGene00020118","R155.4","protein_coding","NULL",187910
"9936",1825,"WBGene00005143","srd-66","protein_coding","Serpentine Receptor, class D (Delta)  [Source:UniProtKB/TrEMBL;Acc:Q9N519]",191824
"9937",1212,"WBGene00206512","Y39A3B.7","protein_coding","NULL",13188641
"9938",2358,"WBGene00021438","Y39A3B.3","protein_coding","NULL",189723
"9939",4598,"WBGene00021437","lgc-42","protein_coding","Ligand-Gated ion Channel  [Source:UniProtKB/TrEMBL;Acc:Q9N517]",189722
"9940",74,"WBGene00023370","Y39A3B.t1","pseudogene","NULL",NA
"9941",3168,"WBGene00021436","Y39A3B.1","protein_coding","NULL",189721
"9942",150,"WBGene00196072","Y39A3B.6","ncRNA","NULL",NA
"9943",12288,"WBGene00021439","ckr-2","protein_coding","CholecystoKinin Receptor homolog  [Source:UniProtKB/TrEMBL;Acc:G4SNP8]",175341
"9944",76,"WBGene00202187","M01E10.5","ncRNA","NULL",NA
"9945",72,"WBGene00023108","M01E10.t1","tRNA","NULL",NA
"9946",72,"WBGene00023109","M01E10.t2","tRNA","NULL",NA
"9947",12972,"WBGene00001063","dpy-1","protein_coding","DumPY: shorter than wild-type  [Source:UniProtKB/TrEMBL;Acc:G4SNP7]",175342
"9948",150,"WBGene00200615","M01E10.4","ncRNA","NULL",NA
"9949",578,"WBGene00019709","M01E10.3","protein_coding","NULL",187371
"9950",941,"WBGene00021433","Y39A3A.2","protein_coding","NULL",189718
"9951",145,"WBGene00199140","Y39A3A.8","ncRNA","NULL",NA
"9952",145,"WBGene00201663","Y39A3A.9","ncRNA","NULL",NA
"9953",285,"WBGene00002099","ins-16","protein_coding","INSulin related  [Source:UniProtKB/TrEMBL;Acc:Q7KX46]",3565771
"9954",2414,"WBGene00023471","srz-86","pseudogene","NULL",NA
"9955",1711,"WBGene00021434","Y39A3A.3","protein_coding","NULL",189719
"9956",835,"WBGene00023470","srz-87","pseudogene","NULL",NA
"9957",3512,"WBGene00021435","Y39A3A.4","protein_coding","Tyrosine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:Q9N520]",189720
"9958",5430,"WBGene00021703","cpt-3","protein_coding","Carnitine Palmitoyl Transferase  [Source:UniProtKB/TrEMBL;Acc:Q9N3N3]",190055
"9959",7173,"WBGene00021702","Y48G9A.9","protein_coding","Tyrosine-protein phosphatase  [Source:UniProtKB/TrEMBL;Acc:H2KZ95]",175343
"9960",5203,"WBGene00004088","ppk-2","protein_coding","PIP Kinase  [Source:UniProtKB/TrEMBL;Acc:Q9BL73]",175344
"9961",626,"WBGene00021701","Y48G9A.7","protein_coding","NULL",190054
"9962",4482,"WBGene00021704","Y48G9A.11","protein_coding","NULL",190056
"9963",1250,"WBGene00021700","Y48G9A.6","protein_coding","NULL",190053
"9964",27414,"WBGene00021698","frl-1","protein_coding","FRL (Formin Related gene in Leukocytes) homolog  [Source:UniProtKB/TrEMBL;Acc:Q9BL72]",175346
"9965",59,"WBGene00196151","Y48G9A.17","ncRNA","NULL",NA
"9966",59,"WBGene00200114","Y48G9A.18","ncRNA","NULL",NA
"9967",45941,"WBGene00021697","gcn-1","protein_coding","GCN (Yeast General Control Nondrepressible) homolog  [Source:UniProtKB/TrEMBL;Acc:B3CJ34]",190051
"9968",1721,"WBGene00021705","Y48G9A.12","protein_coding","NULL",190057
"9969",115,"WBGene00003322","mir-229","miRNA","NULL",NA
"9970",110,"WBGene00003292","mir-64","miRNA","NULL",NA
"9971",100,"WBGene00003293","mir-65","miRNA","NULL",NA
"9972",99,"WBGene00003294","mir-66","miRNA","NULL",NA
"9973",8877,"WBGene00016524","C39B5.6","protein_coding","Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial  [Source:UniProtKB/TrEMBL;Acc:Q9N5X5]",183325
"9974",51,"WBGene00195410","C39B5.15","ncRNA","NULL",NA
"9975",2986,"WBGene00016523","C39B5.5","protein_coding","Cystatin  [Source:UniProtKB/TrEMBL;Acc:C2BR91]",183324
"9976",5676,"WBGene00189950","C39B5.14","protein_coding","NULL",13188680
"9977",2322,"WBGene00016526","fbxa-8","pseudogene","NULL",NA
"9978",2569,"WBGene00016525","fbxa-12","protein_coding","F-box A protein  [Source:UniProtKB/TrEMBL;Acc:Q9N5X2]",183326
